#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
133,Hayden Wesneski,CHC,SP,R,21.1,21.1,9.4,472.3,109.7,5.8,6.8,0,0,4.53,4.58,1.36,86.8,37.0,112.4,5.2,55.0,59.2,16,42.0,37.8,20.2,0.294
134,Dakota Hudson,STL,SP,R,65.4,8.7,3.8,478.8,109.4,6.0,5.7,0,6,4.51,4.54,1.49,74.5,42.6,119.9,5.2,52.9,57.4,12,50.5,29.1,20.4,0.314
135,Rich Hill,PIT,SP,L,22.7,22.7,9.4,470.6,109.0,5.4,6.9,0,0,4.34,4.31,1.32,91.8,35.7,108.7,5.5,53.0,56.8,15,38.7,40.6,20.7,0.292
136,Aaron Civale,CLE,SP,R,22.7,22.7,9.9,463.3,109.0,6.1,6.0,0,0,4.09,3.99,1.25,98.4,27.7,108.0,5.0,50.3,54.3,16,41.6,38.3,20.2,0.291
137,Brad Keller,KC,SP,R,19.4,19.4,9.5,470.3,108.6,6.2,6.3,0,0,4.32,4.27,1.41,81.4,42.0,110.8,4.1,53.1,57.7,11,48.7,31.3,20.0,0.305
138,Mike Clevinger,CHW,SP,R,21.1,21.1,9.3,459.8,107.6,6.1,6.1,0,0,4.32,4.26,1.26,93.7,31.2,104.9,4.8,53.8,57.5,19,36.7,43.2,20.1,0.274
139,Bailey Ober,MIN,SP,R,21.1,21.1,9.5,456.8,107.6,6.1,6.0,0,0,4.09,4.00,1.21,98.0,26.6,103.9,3.9,50.8,54.2,17,35.0,44.8,20.1,0.280
140,Ryne Nelson,ARI,SP,R,19.4,19.4,8.9,459.9,106.7,6.1,6.2,0,0,4.54,4.58,1.34,88.7,37.5,105.0,4.0,55.3,59.0,16,36.4,43.7,19.9,0.283
141,Hunter Brown,HOU,SP,R,19.4,19.4,10.3,456.1,106.7,7.6,4.3,0,0,3.67,3.62,1.32,110.3,43.5,97.6,3.7,44.1,48.5,11,50.8,29.5,19.7,0.298
142,Garrett Whitlock,BOS,SP,R,21.1,21.1,9.9,443.1,105.5,6.1,5.5,0,0,3.99,3.92,1.23,98.5,30.5,99.2,3.8,48.9,52.9,14,42.3,38.1,19.6,0.290
143,Lance McCullers Jr.,HOU,SP,R,19.9,19.9,9.7,443.3,103.5,7.0,4.5,0,0,3.86,3.83,1.33,102.3,40.6,97.1,4.9,45.1,49.2,11,49.0,30.8,20.2,0.298
144,Luke Weaver,CIN,SP,R,34.0,17.8,7.2,443.5,103.2,4.6,6.7,0,2,4.67,4.58,1.36,95.0,34.0,106.1,4.1,55.0,58.9,18,37.8,42.2,20.0,0.294
145,Spencer Turnbull,DET,SP,R,22.7,22.7,9.5,435.1,102.2,4.2,6.8,0,0,3.97,3.85,1.28,87.3,33.1,98.1,5.7,45.7,49.6,11,47.4,32.6,20.0,0.296
146,Drew Smyly,CHC,SP,L,21.1,21.1,8.8,431.5,101.3,5.0,6.4,0,0,4.37,4.38,1.30,89.8,31.4,100.0,3.5,49.7,53.2,16,37.4,42.5,20.1,0.288
147,Braxton Garrett,MIA,SP,L,32.4,16.2,7.6,430.0,100.4,5.5,5.6,0,2,4.12,4.11,1.33,90.5,33.7,100.1,5.2,44.9,48.7,12,45.0,34.7,20.3,0.308
148,Domingo German,NYY,SP,R,19.4,19.4,8.6,422.9,98.9,5.8,5.4,0,0,4.50,4.48,1.29,81.5,26.2,101.5,3.9,50.0,53.6,16,39.7,40.3,20.1,0.287
149,Anthony DeSclafani,SF,SP,R,32.4,16.2,6.8,423.5,98.8,5.2,5.9,0,2,4.42,4.27,1.32,79.1,28.0,102.3,3.4,49.6,53.1,14,40.2,39.7,20.1,0.295
150,Vince Velasquez,PIT,SP,R,33.7,17.5,6.2,426.1,98.2,4.4,6.4,0,2,4.47,4.48,1.34,87.1,38.5,93.5,4.3,50.4,53.6,15,34.2,45.6,20.2,0.280
151,Michael Soroka,ATL,SP,R,32.4,16.2,7.3,415.6,97.2,6.0,4.7,0,2,4.18,4.09,1.33,76.4,27.4,102.3,4.2,45.1,49.2,11,48.6,31.2,20.2,0.308
152,Tyler Wells,BAL,SP,R,32.4,16.2,6.8,414.5,97.2,5.0,5.7,0,2,4.23,4.22,1.23,81.9,27.0,92.7,3.4,48.1,51.2,16,33.7,46.4,19.9,0.267
153,Seth Lugo,SD,SP,R,19.4,19.4,8.4,418.3,97.0,6.4,4.7,0,0,4.17,4.12,1.34,87.8,36.4,93.5,4.1,45.6,49.0,13,42.5,37.4,20.1,0.287
154,Drew Rucinski,OAK,SP,R,19.4,19.4,8.4,413.9,97.0,4.5,6.4,0,0,4.13,3.99,1.26,82.9,27.4,94.5,4.5,45.6,49.0,13,41.0,38.8,20.2,0.285
155,Wade Miley,MIL,SP,L,19.4,19.4,8.4,426.4,97.0,5.3,5.7,0,0,4.44,4.50,1.44,68.1,33.5,106.6,3.6,47.6,51.8,12,48.5,30.7,20.8,0.300
156,Connor Overton,CIN,SP,R,43.7,11.3,4.6,412.1,95.4,4.4,5.9,0,3,4.82,4.78,1.39,73.7,29.9,102.9,3.9,52.3,56.3,16,42.5,37.1,20.4,0.295
157,Kyle Muller,OAK,SP,L,21.1,21.1,8.8,406.7,95.0,3.8,6.5,0,0,3.88,3.91,1.31,89.2,36.5,87.6,3.7,41.6,45.1,11,42.9,37.0,20.1,0.288
158,Dylan Bundy,FA,SP,R,19.4,19.4,7.0,405.2,93.1,4.6,6.2,0,0,4.98,4.85,1.36,66.4,25.5,100.6,3.8,52.7,56.0,17,37.6,41.7,20.7,0.287
159,Trevor Williams,WSH,SP,R,19.4,19.4,7.4,406.8,93.1,4.0,6.7,0,0,4.92,4.84,1.40,70.7,30.4,100.3,4.1,51.2,54.7,16,39.5,40.1,20.5,0.295
160,Brayan Bello,BOS,SP,R,19.4,19.4,9.1,395.5,93.1,5.1,5.0,0,0,3.98,3.87,1.35,88.8,35.1,90.2,3.2,40.8,44.8,9,51.8,28.5,19.6,0.315
161,Yusei Kikuchi,TOR,SP,L,32.4,16.2,6.8,389.6,92.3,5.4,4.4,0,2,3.84,3.91,1.29,95.0,35.7,83.0,4.0,39.6,43.0,12,45.1,35.0,19.9,0.291
162,Aaron Ashby,MIL,SP,L,29.4,14.7,7.4,381.8,91.1,5.3,4.4,0,3,3.51,3.54,1.31,101.4,38.3,81.2,3.8,34.8,38.5,8,52.5,27.7,19.8,0.306
163,Jake Odorizzi,TEX,SP,R,65.1,5.2,2.1,384.1,90.9,4.4,4.8,0,6,4.08,4.09,1.24,82.8,24.4,88.4,3.2,41.3,44.1,13,33.9,46.0,20.1,0.288
164,JP Sears,OAK,SP,L,30.8,14.6,6.3,379.3,89.5,4.0,5.6,0,2,3.85,3.90,1.26,79.6,28.0,85.0,3.4,38.9,42.0,11,41.2,38.7,20.1,0.286
165,Tyler Glasnow,TB,SP,R,16.8,16.8,9.1,363.5,89.0,5.9,3.7,0,0,3.10,2.88,1.09,113.7,29.0,67.8,2.4,32.3,35.0,10,40.9,39.9,19.3,0.273
166,Ryan Feltner,COL,SP,R,17.8,17.8,7.2,377.4,87.2,3.9,6.0,0,0,5.20,5.10,1.43,71.5,32.8,91.9,3.6,51.5,55.1,15,38.9,41.1,19.9,0.306
167,Bailey Falter,PHI,SP,L,29.2,13.0,5.7,357.6,84.4,4.7,4.5,0,2,4.15,4.13,1.22,77.1,21.0,82.3,3.8,40.0,42.8,14,35.9,44.0,20.1,0.280
168,Mike Minor,FA,SP,L,16.2,16.2,7.0,364.3,84.2,4.7,5.0,0,0,4.55,4.56,1.33,68.1,26.0,85.6,3.6,43.3,46.2,13,37.1,42.4,20.6,0.285
169,Adrian Morejon,SD,SP,L,42.1,9.7,4.4,353.7,84.1,5.2,3.7,0,6,3.61,3.66,1.23,87.2,29.8,73.5,3.1,34.8,37.5,11,38.2,42.2,19.6,0.276
170,Dane Dunning,TEX,SP,R,52.5,7.1,3.4,354.5,83.0,4.3,4.4,0,5,4.06,3.98,1.35,76.0,27.9,83.8,4.2,36.3,39.6,9,49.9,29.7,20.5,0.314
171,Chad Kuhl,WSH,SP,R,16.2,16.2,6.4,363.7,82.6,3.8,5.8,0,0,5.03,5.00,1.46,68.4,35.5,84.8,3.9,46.8,49.9,14,39.0,40.7,20.3,0.291
172,Ian Anderson,ATL,SP,R,16.2,16.2,7.4,358.9,82.6,5.3,4.1,0,0,4.36,4.31,1.42,73.8,34.0,83.2,2.4,39.8,43.2,10,46.4,33.6,20.0,0.307
173,Johan Oviedo,PIT,SP,R,30.1,13.9,5.4,355.6,82.0,3.8,5.1,0,2,4.22,4.21,1.39,72.6,34.7,78.9,4.7,38.6,41.7,9,44.7,35.6,19.7,0.298
174,Luis Cessa,CIN,SP,R,30.8,14.6,5.2,358.2,81.9,3.3,5.7,0,4,4.88,4.77,1.46,62.6,31.0,88.3,2.9,46.4,50.0,13,45.9,33.8,20.2,0.297
175,Ryan Pepiot,LAD,SP,R,29.2,13.0,5.5,348.4,81.2,4.6,4.4,0,2,4.27,4.29,1.35,85.7,36.5,73.3,4.4,39.3,42.1,12,36.8,43.2,20.0,0.280
176,Anibal Sanchez,FA,SP,R,16.2,16.2,6.0,359.7,81.0,4.2,5.4,0,0,5.08,4.96,1.43,58.6,30.2,85.9,3.5,46.9,49.9,14,38.2,41.0,20.8,0.285
177,Cody Morris,CLE,SP,R,35.6,11.3,5.3,334.0,80.8,4.6,4.0,0,4,3.66,3.65,1.22,89.9,29.3,69.3,2.9,33.4,36.1,10,39.5,40.7,19.8,0.284
178,Justin Dunn,CIN,SP,R,17.8,17.8,5.1,362.5,80.1,2.7,6.8,0,0,5.98,5.82,1.58,63.2,40.3,86.6,4.4,54.9,58.1,17,35.4,44.1,20.4,0.286
179,Connor Seabold,COL,SP,R,29.2,13.0,5.0,337.6,78.6,3.4,5.3,0,2,5.41,5.41,1.41,59.8,23.8,87.2,4.3,47.2,50.2,15,35.9,44.0,20.1,0.311
180,Adrian Martinez,OAK,SP,R,29.2,13.0,5.3,336.8,78.6,3.4,5.3,0,2,4.26,4.22,1.34,64.0,26.0,79.1,3.7,36.9,39.9,10,45.0,35.0,20.0,0.296
181,DL Hall,BAL,SP,L,29.2,13.0,6.2,333.0,78.6,4.3,4.0,0,2,3.40,3.44,1.25,93.6,34.9,63.4,2.9,30.0,32.7,9,41.8,38.4,19.7,0.289
182,Xzavion Curry,CLE,SP,R,46.0,8.7,3.2,335.6,78.2,3.9,4.5,0,4,4.57,4.62,1.31,66.4,24.5,78.2,3.0,40.0,42.5,13,34.2,45.6,20.1,0.282
183,Chris Flexen,SEA,SP,R,33.0,8.7,3.9,337.8,77.9,4.4,4.2,0,2,4.37,4.32,1.32,60.9,22.8,80.3,2.4,38.8,41.5,12,38.3,41.4,20.2,0.281
184,Joey Wentz,DET,SP,L,29.2,13.0,5.1,336.1,77.3,3.3,5.2,0,2,4.38,4.52,1.38,64.6,32.5,74.2,2.8,38.4,41.2,11,38.6,41.1,20.3,0.285
185,Yonny Chirinos,TB,SP,R,42.7,8.7,3.0,322.0,75.6,3.6,4.2,0,3,4.06,4.04,1.29,62.8,21.0,76.4,3.1,34.2,37.0,10,44.2,35.8,20.0,0.293
186,Davis Martin,CHW,SP,R,33.0,8.7,3.9,323.1,75.3,4.1,4.1,0,2,4.35,4.30,1.32,65.3,24.2,74.8,3.3,36.9,39.7,12,40.7,39.4,19.9,0.284
187,Luis Patino,TB,SP,R,58.9,7.1,1.7,323.6,75.2,3.2,4.4,0,5,4.29,4.37,1.32,69.1,28.9,70.6,3.1,36.4,38.8,11,34.8,45.4,19.8,0.278
188,Mitch White,TOR,SP,R,40.5,8.1,3.0,319.3,74.5,4.0,3.8,0,3,4.29,4.21,1.34,63.0,23.9,75.7,2.6,35.1,37.9,10,43.3,36.7,19.9,0.297
189,Paolo Espino,WSH,RP,R,55.4,3.6,1.3,312.1,73.6,3.3,4.2,0,5,4.45,4.34,1.28,60.2,17.2,77.0,2.3,37.0,39.6,12,38.3,41.2,20.6,0.292
190,Michael Pineda,FA,SP,R,16.2,16.2,5.7,315.2,72.9,3.4,4.9,0,0,4.82,4.70,1.34,49.5,16.8,80.8,2.4,39.4,42.1,12,39.3,40.2,20.5,0.292
191,Chris Archer,FA,SP,R,16.2,16.2,5.9,319.6,72.9,3.5,4.8,0,0,4.61,4.53,1.40,62.7,29.8,72.2,2.8,38.5,41.2,11,40.7,39.0,20.3,0.287
192,Adrian Houser,MIL,RP,R,45.4,4.9,1.9,311.4,72.1,3.5,3.9,0,4,4.32,4.28,1.43,56.8,28.1,74.8,3.1,34.6,37.7,8,50.5,29.5,20.1,0.301
193,Nate Pearson,TOR,SP,R,53.5,4.9,2.0,304.6,71.6,4.0,3.4,0,10,3.83,3.87,1.28,79.2,30.6,61.1,2.9,31.0,33.4,10,38.0,42.3,19.7,0.280
194,Luis Ortiz,PIT,SP,R,15.9,15.9,6.5,307.3,71.6,3.4,4.4,0,0,3.98,3.93,1.30,64.5,26.1,67.1,3.2,32.5,35.2,8,43.9,36.8,19.3,0.288
195,Dallas Keuchel,FA,SP,L,15.9,15.9,6.0,316.3,71.6,3.4,4.8,0,0,4.77,4.82,1.54,45.1,27.0,83.5,2.6,36.0,39.3,8,52.8,26.2,21.0,0.321
196,Erasmo Ramirez,WSH,RP,R,64.8,0.0,0.0,301.8,71.3,3.3,3.7,0,6,4.11,4.08,1.26,58.9,19.4,70.5,3.2,34.1,36.7,10,42.0,38.1,19.9,0.285
197,Brent Suter,COL,RP,L,64.8,0.0,0.0,310.8,71.3,3.4,3.6,0,6,5.11,5.23,1.51,51.5,26.1,81.7,2.7,39.7,42.9,11,44.6,34.4,21.1,0.326
198,Chase De Jong,PIT,RP,R,64.8,0.0,0.0,310.4,71.3,3.3,3.7,0,6,4.28,4.26,1.32,66.3,28.3,66.1,3.3,35.4,37.6,10,34.1,45.7,20.2,0.277
199,Matt Moore,LAA,RP,L,64.8,0.0,0.0,308.2,71.3,3.6,3.4,0,19,3.98,4.12,1.35,72.9,32.1,64.0,2.5,32.5,35.0,10,38.8,40.9,20.3,0.282
200,Wil Crowe,PIT,RP,R,64.8,0.0,0.0,308.3,71.3,3.4,3.6,1,19,4.22,4.22,1.38,66.3,30.0,68.7,3.0,33.2,35.8,9,42.6,37.3,20.1,0.301
201,Tyler Alexander,DET,RP,L,64.8,0.0,0.0,302.7,71.3,3.2,3.8,0,10,4.19,4.18,1.25,54.8,16.6,72.3,2.7,33.8,36.2,10,38.1,41.6,20.3,0.287
202,Emilio Pagan,MIN,RP,R,64.8,0.0,0.0,299.0,71.3,3.5,3.4,2,16,3.78,3.75,1.20,79.5,24.0,61.3,2.4,30.7,32.7,10,31.3,49.0,19.6,0.278
203,Griffin Jax,MIN,RP,R,64.8,0.0,0.0,302.5,71.3,3.5,3.5,0,19,3.85,3.78,1.23,68.9,22.3,65.6,2.9,31.8,34.2,9,38.5,41.5,19.9,0.281
204,Tyler Rogers,SF,RP,R,64.8,0.0,0.0,309.6,71.3,3.3,3.7,0,19,4.31,4.22,1.41,48.0,21.6,78.8,3.7,34.0,37.1,7,50.8,28.1,21.2,0.310
205,Bryan Abreu,HOU,RP,R,64.8,0.0,0.0,300.8,71.3,3.9,3.1,1,14,3.48,3.49,1.28,88.6,32.0,58.9,3.3,26.8,29.3,7,44.1,36.2,19.6,0.302
206,Jalen Beeks,TB,RP,L,64.8,0.0,0.0,298.8,71.3,3.8,3.2,0,12,3.31,3.37,1.21,80.9,25.8,60.7,3.1,26.2,28.6,7,44.2,36.2,19.7,0.290
207,Brock Burke,TEX,RP,L,64.8,0.0,0.0,298.6,71.3,3.6,3.3,0,19,3.48,3.52,1.21,77.8,24.8,61.2,2.8,28.2,30.6,8,40.2,40.0,19.8,0.285
208,Sam Hentges,CLE,RP,L,64.8,0.0,0.0,296.5,71.3,3.9,3.1,0,14,3.36,3.38,1.23,81.2,25.6,62.2,2.6,25.8,28.3,7,46.7,33.6,19.7,0.305
209,Peter Strzelecki,MIL,RP,R,64.8,0.0,0.0,305.6,71.3,3.5,3.5,0,14,4.02,4.02,1.30,76.5,28.9,64.2,3.1,32.2,34.5,10,37.3,42.8,19.9,0.285
210,Brusdar Graterol,LAD,RP,R,64.8,0.0,0.0,299.0,71.3,3.9,3.1,5,19,3.32,3.27,1.24,72.0,22.4,65.9,3.7,26.8,29.5,7,52.4,28.5,19.1,0.302
211,Robert Suarez,SD,RP,R,64.8,0.0,0.0,298.4,71.3,3.9,3.1,0,19,3.32,3.31,1.21,80.3,27.3,58.8,2.7,27.3,29.5,8,41.1,39.4,19.4,0.279
212,Jordan Hicks,STL,RP,R,64.8,0.0,0.0,300.2,71.3,3.9,3.1,0,19,3.14,3.24,1.28,82.6,34.3,57.0,3.4,25.0,27.6,5,50.5,30.2,19.3,0.298
213,Taylor Clarke,KC,RP,R,64.8,0.0,0.0,301.4,71.3,3.4,3.6,0,19,4.07,4.08,1.25,63.1,22.0,67.0,2.5,33.1,35.4,9,36.7,43.6,19.7,0.289
214,Reiver Sanmartin,CIN,RP,L,64.8,0.0,0.0,302.7,71.3,3.5,3.5,0,18,4.10,4.16,1.38,67.1,26.0,72.2,2.4,32.0,35.0,8,49.2,30.4,20.4,0.313
215,Eli Morgan,CLE,RP,R,64.8,0.0,0.0,298.7,71.3,3.6,3.4,0,19,3.84,3.78,1.15,74.3,18.9,63.4,2.8,31.7,33.8,11,31.3,48.6,20.1,0.270
216,Andre Pallante,STL,RP,R,64.8,0.0,0.0,305.6,71.3,3.7,3.3,0,19,3.85,3.93,1.41,56.4,27.1,73.8,2.5,29.1,32.1,6,56.3,23.8,19.9,0.319
217,James Karinchak,CLE,RP,R,64.8,0.0,0.0,302.5,71.3,3.7,3.3,0,16,3.51,3.53,1.24,92.9,34.7,53.8,2.6,28.4,30.6,8,34.4,45.8,19.8,0.274
218,Penn Murfee,SEA,RP,R,64.8,0.0,0.0,305.9,71.3,3.4,3.6,0,12,3.91,3.86,1.25,72.3,24.1,65.3,3.2,31.8,34.1,10,38.6,40.7,20.7,0.277
219,Collin McHugh,ATL,RP,R,64.8,0.0,0.0,298.2,71.3,3.9,3.1,0,19,3.57,3.48,1.18,75.2,19.6,64.8,3.1,28.8,31.2,8,40.1,39.6,20.2,0.295
220,David Peterson,NYM,SP,L,32.4,8.1,4.0,293.9,69.7,4.2,3.1,0,2,3.27,3.32,1.25,79.6,26.2,60.6,3.3,25.4,27.9,7,47.8,32.3,19.9,0.296
221,Shawn Armstrong,TB,RP,R,63.2,0.0,0.0,289.8,69.5,3.6,3.3,1,9,3.77,3.75,1.24,72.6,22.5,63.8,3.0,28.1,30.3,8,40.8,39.5,19.6,0.298
222,Duane Underwood Jr.,PIT,RP,R,63.2,0.0,0.0,298.4,69.5,3.3,3.5,0,19,4.17,4.10,1.37,63.6,27.0,68.4,3.3,31.3,33.8,8,44.1,36.1,19.8,0.309
223,Jaime Barria,LAA,RP,R,63.2,0.0,0.0,299.1,69.5,3.3,3.5,0,16,4.47,4.42,1.31,53.0,18.5,72.6,2.6,35.4,37.9,11,38.7,41.2,20.1,0.285
224,Genesis Cabrera,STL,RP,L,63.2,0.0,0.0,302.0,69.5,3.4,3.4,0,19,4.06,4.25,1.38,65.4,32.1,63.6,3.8,31.3,33.7,8,40.0,40.0,19.9,0.288
225,Enyel De Los Santos,CLE,RP,R,63.2,0.0,0.0,293.1,69.5,3.6,3.2,0,6,3.70,3.76,1.26,77.3,26.5,61.0,3.0,28.3,30.5,8,39.8,40.4,19.9,0.294
226,Justin Lawrence,COL,RP,R,63.2,0.0,0.0,297.9,69.5,3.6,3.2,0,19,4.48,4.52,1.46,67.5,32.4,69.1,3.0,33.5,36.5,8,47.6,32.5,19.9,0.334
227,Keegan Akin,BAL,RP,L,63.2,0.0,0.0,289.2,69.5,3.6,3.2,0,6,3.39,3.43,1.19,70.7,20.6,61.9,2.3,26.8,29.1,8,41.1,39.0,19.9,0.288
228,Lucas Luetge,ATL,RP,L,63.2,0.0,0.0,297.2,69.5,3.6,3.2,0,13,4.33,4.35,1.35,63.7,21.7,72.2,3.0,31.4,33.8,9,40.1,39.2,20.6,0.318
229,Josh Winder,MIN,SP,R,38.9,6.5,2.6,296.8,68.8,3.5,3.9,0,3,4.42,4.35,1.30,56.0,19.6,69.9,2.9,34.7,37.1,11,37.3,42.8,19.9,0.285
230,Drey Jameson,ARI,SP,R,13.2,13.2,6.2,293.5,68.6,3.8,3.9,0,0,4.18,4.14,1.35,56.8,23.3,69.4,3.2,31.9,34.7,8,48.2,31.9,19.9,0.304
231,Will Vest,DET,RP,R,61.6,0.0,0.0,289.3,67.8,3.2,3.5,2,9,3.94,3.97,1.33,61.2,25.2,65.3,2.9,28.9,31.5,7,47.1,33.1,19.8,0.306
232,Tarik Skubal,DET,SP,L,12.3,12.3,6.5,282.5,67.7,3.7,3.7,0,0,3.62,3.60,1.18,68.1,20.0,59.8,2.3,28.1,30.4,9,40.6,39.7,19.7,0.284
233,Corbin Martin,ARI,RP,R,51.8,3.2,1.0,281.3,66.3,2.9,3.8,0,5,4.63,4.61,1.42,59.4,25.9,68.3,2.1,32.9,35.3,9,39.0,40.9,20.1,0.300
234,Tylor Megill,NYM,SP,R,25.9,9.7,4.6,276.0,66.3,4.0,3.0,0,2,3.47,3.31,1.16,73.3,18.9,58.2,2.4,26.6,28.7,8,40.6,39.9,19.5,0.283
235,Shelby Miller,LAD,RP,R,59.9,0.0,0.0,284.3,65.9,3.2,3.2,0,18,4.22,4.15,1.35,67.2,26.2,62.6,2.7,31.2,33.4,10,37.8,42.1,20.1,0.292
236,Buck Farmer,CIN,RP,R,59.9,0.0,0.0,284.5,65.9,3.1,3.4,0,11,4.37,4.38,1.39,68.0,28.3,63.0,2.9,32.5,35.0,9,40.9,39.2,20.0,0.295
237,Jarlin Garcia,PIT,RP,L,59.9,0.0,0.0,281.3,65.9,3.2,3.3,0,6,3.88,3.93,1.26,59.3,22.2,61.1,2.5,29.8,32.0,9,38.2,41.9,20.0,0.280
238,Michael Rucker,CHC,RP,R,59.9,0.0,0.0,283.4,65.9,3.1,3.4,0,12,4.31,4.32,1.38,58.2,25.1,65.8,2.4,31.2,33.7,8,42.5,37.5,19.9,0.301
239,Nabil Crismatt,SD,RP,R,59.9,0.0,0.0,281.8,65.9,3.4,3.1,0,12,4.02,3.99,1.34,58.4,22.6,65.9,3.0,28.8,31.2,8,45.9,33.7,20.4,0.302
240,Jhoan Duran,MIN,RP,R,59.9,0.0,0.0,266.5,65.9,3.8,2.6,12,18,2.51,2.42,1.08,88.0,22.5,48.5,2.6,18.8,21.0,5,50.1,31.1,18.8,0.294
241,Jovani Moran,MIN,RP,L,59.9,0.0,0.0,278.9,65.9,3.5,3.0,0,6,3.28,3.43,1.28,78.0,30.6,53.9,2.6,23.9,26.2,6,45.4,34.5,20.1,0.296
242,Ryan Helsley,STL,RP,R,59.9,0.0,0.0,270.4,65.9,3.7,2.7,25,3,2.81,2.78,1.08,86.5,26.0,45.3,2.0,22.0,23.8,6,35.1,45.8,19.1,0.261
243,Tommy Nance,MIA,RP,R,59.9,0.0,0.0,279.8,65.9,3.3,3.2,0,6,3.89,3.83,1.32,68.2,25.3,61.5,3.0,27.3,29.7,7,45.8,34.2,20.0,0.312
244,Ron Marinaccio,NYY,RP,R,59.9,0.0,0.0,282.4,65.9,3.4,3.1,0,14,3.81,3.85,1.27,76.4,28.9,54.9,3.4,28.5,30.7,8,36.8,43.2,19.9,0.278
245,Adam Oller,OAK,RP,R,44.1,3.6,1.2,280.2,65.5,2.6,4.3,0,12,4.88,4.95,1.45,51.2,25.8,69.3,2.7,34.3,36.5,10,36.6,43.3,20.2,0.283
246,Tanner Houck,BOS,SP,R,45.4,4.9,2.0,273.0,65.2,3.4,3.1,0,10,3.57,3.44,1.22,70.7,22.1,57.1,3.6,26.4,28.9,6,46.7,33.6,19.7,0.299
247,Clarke Schmidt,NYY,SP,R,38.9,6.5,3.0,276.7,64.9,3.6,3.2,0,7,3.96,3.97,1.30,63.7,23.3,61.2,2.9,28.5,31.0,8,44.5,35.7,19.8,0.296
248,Ryan Tepera,LAA,RP,R,64.8,0.0,0.0,279.5,64.8,3.2,3.2,5,19,4.12,4.04,1.31,61.0,24.2,60.5,2.7,31.2,33.5,9,40.4,39.4,20.2,0.279
249,Mychal Givens,BAL,RP,R,64.8,0.0,0.0,278.0,64.8,3.1,3.2,2,14,4.03,4.07,1.31,64.7,26.0,59.1,3.0,29.0,31.1,9,38.5,41.3,20.2,0.289
250,Scott Alexander,SF,RP,L,64.8,0.0,0.0,277.6,64.8,3.2,3.2,0,19,3.76,3.84,1.39,51.3,23.9,66.1,2.6,27.0,29.8,5,54.9,24.9,20.2,0.311
251,Yimi Garcia,TOR,RP,R,64.8,0.0,0.0,273.1,64.8,3.3,3.0,1,19,3.94,3.96,1.22,62.3,20.0,59.1,2.9,29.2,31.3,10,36.1,44.1,19.8,0.275
252,Adam Ottavino,NYM,RP,R,64.8,0.0,0.0,276.4,64.8,3.3,3.1,1,19,3.53,3.33,1.24,73.6,24.9,55.3,3.3,26.4,28.5,7,42.9,37.3,19.9,0.284
253,Rafael Montero,HOU,RP,R,64.8,0.0,0.0,274.2,64.8,3.4,2.9,5,19,3.70,3.63,1.26,66.8,22.1,59.9,2.9,26.7,29.1,7,45.4,34.9,19.7,0.296
254,Andrew Chafin,ARI,RP,L,64.8,0.0,0.0,274.9,64.8,3.3,3.1,7,19,3.61,3.64,1.27,65.3,23.2,59.0,2.6,26.5,28.8,7,43.7,36.0,20.3,0.295
255,Michael Fulmer,CHC,RP,R,64.8,0.0,0.0,277.0,64.8,3.1,3.3,5,19,4.14,4.17,1.34,60.8,24.1,62.5,3.1,29.5,31.8,8,41.0,39.1,19.9,0.299
256,Dylan Floro,MIA,RP,R,64.8,0.0,0.0,278.4,64.8,3.1,3.2,3,16,4.06,4.01,1.35,54.5,21.5,65.8,2.0,28.8,31.3,7,45.9,34.0,20.2,0.304
257,Pierce Johnson,COL,RP,R,64.8,0.0,0.0,274.9,64.8,3.3,3.0,0,19,4.42,4.40,1.36,66.1,25.9,61.9,2.3,31.7,34.1,9,37.5,42.6,19.9,0.314
258,Taylor Rogers,SF,RP,L,64.8,0.0,0.0,269.0,64.8,3.4,2.9,5,19,3.32,3.24,1.19,73.3,19.5,57.4,3.6,23.5,25.6,6,44.0,36.2,19.8,0.308
259,Robert Stephenson,PIT,RP,R,64.8,0.0,0.0,274.6,64.8,3.1,3.2,3,15,3.95,3.89,1.25,65.3,22.1,58.9,2.3,29.0,30.9,9,33.0,47.5,19.5,0.287
260,Carl Edwards Jr.,WSH,RP,R,64.8,0.0,0.0,277.4,64.8,3.0,3.3,5,19,4.07,4.07,1.33,61.8,26.3,59.7,2.3,30.5,32.9,9,40.9,39.2,20.0,0.284
261,Chris Stratton,STL,RP,R,64.8,0.0,0.0,278.6,64.8,3.2,3.1,0,14,4.18,4.22,1.38,60.0,25.0,64.3,2.1,28.6,30.9,8,41.3,38.6,20.1,0.308
262,JT Chargois,MIA,RP,R,64.8,0.0,0.0,277.7,64.8,3.1,3.2,0,19,3.82,3.78,1.29,61.8,23.8,59.7,3.6,28.6,31.0,7,44.4,36.0,19.6,0.289
263,Wandy Peralta,NYY,RP,L,64.8,0.0,0.0,275.4,64.8,3.4,3.0,0,16,3.73,3.92,1.32,59.7,23.2,62.3,2.4,26.5,29.1,7,48.4,31.8,19.8,0.302
264,Jorge Lopez,MIN,RP,R,64.8,0.0,0.0,273.1,64.8,3.3,3.0,12,16,3.47,3.45,1.24,65.7,21.2,58.9,3.7,25.4,27.8,6,48.2,32.2,19.7,0.298
